dataset,video_id,question_id,type,subtype,question,templ_values,answer,multiple choice,Number of answer alternatives
train,87,3313,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,96,3702,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,205,7941,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,9,399,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,156,6130,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,11,481,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,292,11193,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,301,11544,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,202,7840,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,198,7706,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,227,8573,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,235,8894,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,110,4348,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,190,7374,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,288,11018,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,286,10946,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,144,5645,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,249,9460,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,155,6088,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,93,3583,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,302,11576,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,15,604,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,209,8082,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,7,311,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,245,9286,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,4,179,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,81,3062,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,263,10120,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,234,8859,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,244,9239,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,247,9374,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,66,2493,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,115,4539,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,120,4758,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,243,9193,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,153,6017,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,207,8011,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,294,11284,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,111,4379,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,12,511,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,253,9643,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,14,574,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,191,7417,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,26,1052,Visual,Location,Where is the performance? ,[],indoor,indoor/outdoor,2
train,101,3944,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,57,2161,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,225,8532,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,218,8312,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,183,7101,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,194,7550,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,107,4232,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,172,6640,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,139,5465,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,137,5402,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,53,2006,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,276,10551,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,117,4626,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,86,3271,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,130,5148,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,265,10161,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,104,4083,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,236,8927,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,150,5901,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,62,2341,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,220,8341,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,55,2086,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,259,9935,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,85,3227,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,23,909,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,112,4409,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,63,2382,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,295,11317,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,262,10076,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,175,6779,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,17,685,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,113,4445,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,165,6464,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,212,8192,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,92,3533,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,54,2040,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,22,866,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,174,6739,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,293,11239,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,21,830,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,131,5183,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,6,259,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,28,1129,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,31,1244,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,116,4583,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,274,10477,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,193,7510,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,179,6944,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,43,1623,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,176,6823,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,275,10518,Visual,Location,Where is the performance? ,[],outdoor,indoor/outdoor,2
train,131,5184,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,136,5367,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,142,5574,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,140,5504,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,154,6057,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,191,7422,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,125,4958,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,128,5064,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,138,5435,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,123,4878,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,137,5404,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,189,7334,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,145,5702,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,153,6021,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,195,7598,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,151,5944,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,159,6246,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,155,6092,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,141,5541,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,148,5827,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,149,5869,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,124,4916,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,143,5609,Audio-Visual,Location,Where on stage is the dancer during the solo?,[],middle,left/middle/right,3
train,87,3318,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],left,left/middle/right,3
train,5,223,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],left,left/middle/right,3
train,14,577,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],left,left/middle/right,3
train,30,1215,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],middle,left/middle/right,3
train,9,404,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],middle,left/middle/right,3
train,42,1594,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],middle,left/middle/right,3
train,58,2206,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],middle,left/middle/right,3
train,31,1247,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],middle,left/middle/right,3
train,92,3543,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],middle,left/middle/right,3
train,79,2985,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],middle,left/middle/right,3
train,86,3276,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],middle,left/middle/right,3
train,116,4591,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],middle,left/middle/right,3
train,34,1359,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],middle,left/middle/right,3
train,8,367,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],middle,left/middle/right,3
train,18,734,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],middle,left/middle/right,3
train,43,1626,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],middle,left/middle/right,3
train,71,2674,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],right,left/middle/right,3
train,6,268,Audio-Visual,Location,Where on stage is the musician when the solo is played?,[],right,left/middle/right,3
